Order_ID,Order_Date,Ship_Date,Region,State,City,Product_Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Customer_Segment
ORD007398,2023-04-28,2023-05-03,North,OH,Columbus,Furniture,Desk,Desk Model-2023,3801.84,4,0.0,1235.05,One-time Buyer
ORD007399,2024-07-27,2024-08-02,North,OH,Cleveland,Office Supplies,Binder,Binder Model-2023,1886.33,2,0.05,404.7,Corporate
ORD007400,2024-01-20,2024-01-24,East,NJ,Newark,Furniture,Cabinet,Cabinet Model-2023,243.67,2,0.1,74.32,Corporate
ORD007401,2024-08-24,2024-08-29,North,MA,Springfield,Technology,Monitor,Monitor Model-2023,549.72,2,0.0,181.12,Corporate
ORD007402,2022-08-11,2022-08-16,North,NY,New York,Furniture,Bookshelf,Bookshelf Model-2020,3370.51,3,0.0,1008.22,Consumer
ORD007403,2024-08-14,2024-08-20,West,CO,Denver,Furniture,Chair,Chair Model-2020,717.5,2,0.0,121.12,Corporate
ORD007404,2022-03-07,2022-03-11,South,GA,Atlanta,Furniture,Bookshelf,Bookshelf Model-2024,1846.67,4,0.0,311.96,Consumer
ORD007405,2024-08-31,2024-09-03,East,MD,Frederick,Furniture,Cabinet,Cabinet Model-2022,362.28,2,0.1,125.52,VIP
ORD007406,2022-12-27,2022-12-31,North,PA,Pittsburgh,Technology,Laptop,Laptop Model-2021,1707.64,4,0.15,441.03,One-time Buyer
ORD007407,2022-12-11,2022-12-14,East,NJ,Paterson,Furniture,Cabinet,Cabinet Model-2020,862.51,4,0.15,240.54,Corporate
ORD007408,2023-07-15,2023-07-22,South,TX,Houston,Office Supplies,Pen,Pen Model-2023,5902.38,6,0.0,1962.26,VIP
ORD007409,2024-10-27,2024-10-31,East,NJ,Jersey City,Furniture,Bookshelf,Bookshelf Model-2021,571.66,3,0.1,86.6,Consumer
ORD007410,2022-02-22,2022-02-25,East,DE,Milford,Office Supplies,Binder,Binder Model-2024,1744.36,6,0.1,410.51,VIP
ORD007411,2023-01-21,2023-01-27,East,NJ,Jersey City,Office Supplies,Notebook,Notebook Model-2023,674.78,5,0.1,177.66,Consumer
ORD007412,2024-07-26,2024-07-29,West,WA,Tacoma,Furniture,Chair,Chair Model-2022,1630.03,3,0.0,245.2,Corporate
ORD007413,2023-03-10,2023-03-17,South,NC,Raleigh,Furniture,Table,Table Model-2021,4570.25,3,0.0,1256.28,Corporate
ORD007414,2022-08-07,2022-08-10,South,FL,Tampa,Office Supplies,Notebook,Notebook Model-2024,165.81,1,0.15,53.09,Consumer
ORD007415,2023-04-11,2023-04-15,East,DE,Milford,Technology,Mouse,Mouse Model-2020,197.94,2,0.1,31.86,Corporate
ORD007416,2023-02-27,2023-03-02,East,NJ,Paterson,Technology,Monitor,Monitor Model-2022,674.08,2,0.1,209.53,Consumer
ORD007417,2024-09-29,2024-10-03,South,NC,Raleigh,Furniture,Cabinet,Cabinet Model-2023,3001.95,4,0.05,1037.19,VIP
ORD007418,2024-04-14,2024-04-21,North,NY,Buffalo,Technology,Printer,Printer Model-2021,9732.28,5,0.0,3251.14,Consumer
ORD007419,2023-07-08,2023-07-11,West,CA,Los Angeles,Technology,Desktop,Desktop Model-2024,720.03,6,0.05,185.34,Corporate
ORD007420,2024-12-18,2024-12-21,South,NC,Raleigh,Furniture,Table,Table Model-2021,1741.6,2,0.0,560.96,One-time Buyer
ORD007421,2023-05-25,2023-06-01,East,MD,Baltimore,Office Supplies,Binder,Binder Model-2022,659.93,2,0.0,200.7,Consumer
ORD007422,2022-03-05,2022-03-08,North,MA,Worcester,Office Supplies,Notebook,Notebook Model-2020,1284.22,7,0.0,402.65,Corporate
ORD007423,2022-10-15,2022-10-19,North,MA,Springfield,Technology,Mouse,Mouse Model-2020,1033.93,5,0.0,237.4,Corporate
ORD007424,2023-04-23,2023-04-28,North,MA,Springfield,Office Supplies,Clipboard,Clipboard Model-2022,2636.72,2,0.05,646.32,Consumer
ORD007425,2022-06-21,2022-06-26,West,WA,Seattle,Furniture,Table,Table Model-2023,882.24,1,0.05,174.53,One-time Buyer
ORD007426,2024-11-03,2024-11-07,West,WA,Vancouver,Technology,Monitor,Monitor Model-2021,1907.13,7,0.05,305.74,Consumer
ORD007427,2024-04-19,2024-04-22,South,GA,Savannah,Office Supplies,Binder,Binder Model-2023,3016.59,2,0.0,812.81,Consumer
ORD007428,2022-10-21,2022-10-25,South,GA,Savannah,Technology,Desktop,Desktop Model-2024,132.27,1,0.15,28.03,Corporate
ORD007429,2023-10-09,2023-10-16,South,TX,Austin,Office Supplies,Clipboard,Clipboard Model-2023,795.69,3,0.1,199.35,Corporate
ORD007430,2024-02-29,2024-03-04,South,TX,Austin,Technology,Monitor,Monitor Model-2022,1887.31,3,0.0,646.48,VIP
ORD007431,2024-10-27,2024-11-01,East,CT,Bridgeport,Office Supplies,Binder,Binder Model-2020,3825.45,1,0.0,622.13,One-time Buyer
ORD007432,2024-08-23,2024-08-29,West,CA,San Francisco,Office Supplies,Binder,Binder Model-2022,2356.06,6,0.05,765.01,Corporate
ORD007433,2023-07-19,2023-07-26,North,PA,Pittsburgh,Furniture,Table,Table Model-2022,5593.5,6,0.0,936.09,Corporate
ORD007434,2024-04-28,2024-05-01,East,DE,Dover,Furniture,Cabinet,Cabinet Model-2021,5350.69,4,0.0,1502.02,Consumer
ORD007435,2023-09-08,2023-09-12,South,TX,Austin,Furniture,Chair,Chair Model-2022,94.35,1,0.1,20.63,Consumer
ORD007436,2023-08-29,2023-09-05,South,FL,Orlando,Technology,Desktop,Desktop Model-2024,1893.5,7,0.0,321.95,Corporate
ORD007437,2022-05-06,2022-05-11,East,DE,Dover,Technology,Keyboard,Keyboard Model-2021,580.94,4,0.05,175.09,One-time Buyer
ORD007438,2022-05-19,2022-05-22,North,OH,Cincinnati,Technology,Laptop,Laptop Model-2021,4028.9,5,0.05,1167.24,Consumer
ORD007439,2023-08-03,2023-08-07,West,CO,Colorado Springs,Office Supplies,Clipboard,Clipboard Model-2023,2592.84,5,0.0,720.94,Consumer
ORD007440,2022-10-22,2022-10-26,West,CA,Los Angeles,Office Supplies,Binder,Binder Model-2022,1051.54,7,0.0,360.65,Corporate
ORD007441,2022-01-24,2022-01-27,North,MA,Worcester,Office Supplies,Notebook,Notebook Model-2023,317.04,1,0.15,49.06,Consumer
ORD007442,2024-03-02,2024-03-08,West,CA,San Diego,Technology,Keyboard,Keyboard Model-2023,3225.19,7,0.0,764.15,Corporate
ORD007443,2022-02-05,2022-02-11,South,FL,Tampa,Furniture,Desk,Desk Model-2021,2513.71,4,0.1,659.93,Corporate
ORD007444,2023-10-14,2023-10-21,South,FL,Tampa,Technology,Desktop,Desktop Model-2023,2182.53,3,0.15,483.52,Corporate
ORD007445,2023-08-14,2023-08-18,South,NC,Greensboro,Technology,Laptop,Laptop Model-2023,145.99,1,0.0,41.45,Consumer
ORD007446,2024-11-26,2024-12-03,South,GA,Atlanta,Furniture,Cabinet,Cabinet Model-2021,412.65,1,0.05,136.11,VIP
ORD007447,2023-06-15,2023-06-18,North,PA,Philadelphia,Furniture,Table,Table Model-2021,676.25,4,0.1,195.7,Consumer
ORD007448,2022-03-11,2022-03-18,West,CA,San Diego,Technology,Laptop,Laptop Model-2020,3998.51,5,0.0,1055.11,One-time Buyer
ORD007449,2023-08-28,2023-09-01,West,CA,San Francisco,Office Supplies,Notebook,Notebook Model-2022,3625.13,6,0.05,1078.72,Corporate
ORD007450,2024-07-10,2024-07-16,East,CT,New Haven,Office Supplies,Clipboard,Clipboard Model-2020,5193.09,7,0.0,892.83,One-time Buyer
ORD007451,2024-12-27,2025-01-02,North,PA,Allentown,Furniture,Bookshelf,Bookshelf Model-2021,416.93,3,0.0,115.07,Corporate
ORD007452,2023-04-17,2023-04-20,West,WA,Vancouver,Technology,Desktop,Desktop Model-2024,1645.22,4,0.1,380.78,Consumer
ORD007453,2022-12-17,2022-12-22,West,CO,Fort Collins,Office Supplies,Pen,Pen Model-2023,6770.42,7,0.05,1447.24,One-time Buyer
ORD007454,2024-09-19,2024-09-26,East,MD,Frederick,Office Supplies,Paper,Paper Model-2023,2898.93,4,0.0,728.85,Corporate
ORD007455,2022-07-29,2022-08-01,South,FL,Miami,Furniture,Desk,Desk Model-2021,6100.3,7,0.2,1896.87,Consumer
ORD007456,2023-11-05,2023-11-11,West,WA,Seattle,Technology,Desktop,Desktop Model-2023,549.27,3,0.15,127.71,Consumer
ORD007457,2023-03-21,2023-03-25,South,FL,Miami,Furniture,Table,Table Model-2020,1614.4,6,0.0,468.97,Corporate
ORD007458,2022-02-14,2022-02-18,East,CT,New Haven,Technology,Mouse,Mouse Model-2023,2326.76,7,0.15,623.06,Corporate
ORD007459,2023-01-16,2023-01-21,West,WA,Seattle,Technology,Monitor,Monitor Model-2024,2822.33,6,0.0,940.49,Corporate
ORD007460,2022-10-18,2022-10-23,South,NC,Raleigh,Technology,Monitor,Monitor Model-2022,233.02,1,0.05,55.68,Corporate
ORD007461,2024-01-22,2024-01-28,North,OH,Cleveland,Technology,Mouse,Mouse Model-2020,306.02,1,0.1,96.09,Corporate
ORD007462,2024-11-04,2024-11-09,South,NC,Greensboro,Technology,Keyboard,Keyboard Model-2022,1361.69,2,0.0,433.56,One-time Buyer
ORD007463,2022-10-21,2022-10-26,South,TX,Dallas,Technology,Laptop,Laptop Model-2022,4112.07,7,0.05,998.55,Corporate
ORD007464,2024-06-07,2024-06-11,South,NC,Greensboro,Office Supplies,Clipboard,Clipboard Model-2024,1109.73,7,0.0,274.9,Consumer
ORD007465,2022-03-02,2022-03-09,South,GA,Columbus,Office Supplies,Binder,Binder Model-2024,14010.19,7,0.1,3035.77,VIP
ORD007466,2023-08-13,2023-08-17,North,PA,Allentown,Office Supplies,Pen,Pen Model-2024,1540.86,3,0.0,383.84,Consumer
ORD007467,2022-03-19,2022-03-23,East,CT,Hartford,Office Supplies,Binder,Binder Model-2024,2862.16,7,0.05,572.0,Corporate
ORD007468,2024-10-19,2024-10-25,South,NC,Raleigh,Technology,Printer,Printer Model-2020,6513.78,4,0.1,2095.18,Corporate
ORD007469,2024-04-19,2024-04-25,South,FL,Tampa,Office Supplies,Pen,Pen Model-2024,333.65,2,0.05,66.72,Corporate
ORD007470,2023-12-22,2023-12-29,West,WA,Tacoma,Technology,Monitor,Monitor Model-2020,935.32,2,0.05,188.49,Consumer
ORD007471,2024-06-21,2024-06-24,West,OR,Eugene,Furniture,Desk,Desk Model-2023,1835.15,2,0.0,604.01,Consumer
ORD007472,2023-12-11,2023-12-16,North,PA,Allentown,Furniture,Desk,Desk Model-2022,354.5,1,0.0,90.91,Corporate
ORD007473,2024-11-26,2024-12-01,North,MA,Springfield,Office Supplies,Notebook,Notebook Model-2023,3832.4,5,0.0,655.45,VIP
ORD007474,2024-02-21,2024-02-25,North,PA,Allentown,Technology,Desktop,Desktop Model-2023,1995.4,2,0.2,437.28,Corporate
ORD007475,2024-10-09,2024-10-13,West,WA,Tacoma,Office Supplies,Pen,Pen Model-2021,1006.68,4,0.0,293.02,Corporate
ORD007476,2023-07-21,2023-07-28,South,FL,Tampa,Technology,Mouse,Mouse Model-2023,1429.08,6,0.0,330.35,Consumer
ORD007477,2022-05-09,2022-05-14,West,WA,Seattle,Office Supplies,Pen,Pen Model-2023,307.5,1,0.05,72.15,Consumer
ORD007478,2023-08-02,2023-08-06,East,NJ,Newark,Furniture,Table,Table Model-2021,2003.52,6,0.1,500.35,Consumer
ORD007479,2022-05-19,2022-05-23,North,PA,Philadelphia,Furniture,Bookshelf,Bookshelf Model-2023,714.84,5,0.1,139.04,Consumer
ORD007480,2023-10-11,2023-10-17,North,PA,Philadelphia,Office Supplies,Notebook,Notebook Model-2021,1041.84,5,0.1,244.64,Corporate
ORD007481,2023-06-13,2023-06-16,North,OH,Cincinnati,Office Supplies,Binder,Binder Model-2020,1812.29,2,0.2,349.9,Consumer
ORD007482,2023-11-13,2023-11-20,East,DE,Wilmington,Technology,Keyboard,Keyboard Model-2022,1036.07,2,0.0,228.09,Consumer
ORD007483,2022-01-12,2022-01-15,South,NC,Greensboro,Furniture,Table,Table Model-2024,255.86,1,0.0,65.62,Corporate
ORD007484,2022-08-02,2022-08-05,South,FL,Tampa,Office Supplies,Pen,Pen Model-2023,2613.91,2,0.15,754.75,One-time Buyer
ORD007485,2023-06-23,2023-06-30,South,TX,Austin,Technology,Monitor,Monitor Model-2020,5910.09,7,0.0,1635.82,VIP
ORD007486,2024-11-06,2024-11-11,North,MA,Springfield,Furniture,Cabinet,Cabinet Model-2022,276.29,1,0.15,73.25,Corporate
ORD007487,2023-02-25,2023-03-01,South,FL,Orlando,Technology,Monitor,Monitor Model-2020,4125.14,5,0.0,1110.1,Consumer
ORD007488,2023-04-10,2023-04-17,West,WA,Seattle,Furniture,Table,Table Model-2021,3679.01,7,0.05,927.79,Corporate
ORD007489,2024-02-22,2024-02-26,North,OH,Columbus,Furniture,Desk,Desk Model-2020,2297.45,4,0.15,627.03,Consumer
ORD007490,2023-10-24,2023-10-30,East,NJ,Newark,Technology,Monitor,Monitor Model-2023,1175.59,4,0.0,264.63,Corporate
ORD007491,2022-11-24,2022-11-27,East,CT,New Haven,Technology,Monitor,Monitor Model-2023,1294.37,7,0.15,427.0,One-time Buyer
ORD007492,2023-03-26,2023-04-01,South,NC,Charlotte,Furniture,Table,Table Model-2024,738.7,3,0.0,198.05,Corporate
ORD007493,2022-08-27,2022-08-30,North,MA,Boston,Furniture,Table,Table Model-2024,862.35,6,0.0,290.89,VIP
ORD007494,2024-11-23,2024-11-28,West,CA,Los Angeles,Technology,Keyboard,Keyboard Model-2023,1255.26,3,0.0,289.86,Corporate
ORD007495,2022-05-24,2022-05-31,West,WA,Tacoma,Office Supplies,Clipboard,Clipboard Model-2020,1081.9,3,0.0,247.65,Corporate
ORD007496,2023-02-12,2023-02-17,North,MA,Springfield,Technology,Keyboard,Keyboard Model-2023,405.09,4,0.0,138.95,Consumer
ORD007497,2022-01-29,2022-02-01,South,GA,Atlanta,Office Supplies,Binder,Binder Model-2020,2140.49,2,0.0,633.18,VIP
ORD007498,2022-08-31,2022-09-06,East,MD,Baltimore,Technology,Keyboard,Keyboard Model-2023,4708.52,7,0.0,1194.78,Consumer
ORD007499,2024-05-04,2024-05-07,East,NJ,Jersey City,Office Supplies,Notebook,Notebook Model-2022,395.96,1,0.0,116.29,VIP
ORD007500,2022-08-09,2022-08-14,West,CO,Fort Collins,Office Supplies,Paper,Paper Model-2020,6140.21,4,0.15,1408.22,Consumer
ORD007501,2022-03-29,2022-04-03,West,OR,Portland,Furniture,Cabinet,Cabinet Model-2021,3853.66,3,0.15,1162.89,Consumer
ORD007502,2023-06-04,2023-06-10,West,WA,Seattle,Technology,Laptop,Laptop Model-2021,404.9,3,0.1,77.71,One-time Buyer
ORD007503,2022-01-11,2022-01-17,East,NJ,Jersey City,Technology,Keyboard,Keyboard Model-2024,3291.39,6,0.05,1119.65,Consumer
ORD007504,2022-04-03,2022-04-08,West,CA,San Diego,Technology,Monitor,Monitor Model-2022,1898.39,2,0.0,459.73,One-time Buyer
ORD007505,2024-06-03,2024-06-06,East,MD,Baltimore,Office Supplies,Pen,Pen Model-2021,555.6,3,0.05,93.66,Consumer
ORD007506,2024-04-24,2024-04-27,East,CT,Bridgeport,Office Supplies,Notebook,Notebook Model-2023,505.38,3,0.0,161.22,One-time Buyer
ORD007507,2024-09-29,2024-10-06,South,GA,Savannah,Furniture,Table,Table Model-2021,250.4,1,0.0,82.35,Corporate
ORD007508,2024-07-24,2024-07-29,South,FL,Tampa,Office Supplies,Paper,Paper Model-2023,528.05,2,0.0,156.3,Corporate
ORD007509,2024-01-19,2024-01-26,South,NC,Raleigh,Technology,Printer,Printer Model-2022,8435.92,5,0.05,2327.81,Corporate
ORD007510,2022-02-27,2022-03-04,West,CA,Los Angeles,Office Supplies,Pen,Pen Model-2024,3861.67,5,0.1,1296.3,Consumer
ORD007511,2024-05-07,2024-05-14,East,NJ,Newark,Office Supplies,Pen,Pen Model-2021,392.39,3,0.0,107.68,One-time Buyer
ORD007512,2024-07-14,2024-07-18,West,WA,Vancouver,Furniture,Table,Table Model-2024,2616.05,3,0.0,806.48,Consumer
ORD007513,2024-05-24,2024-05-27,East,CT,New Haven,Office Supplies,Clipboard,Clipboard Model-2022,1350.63,7,0.0,329.89,Corporate
ORD007514,2023-07-11,2023-07-14,South,FL,Tampa,Technology,Monitor,Monitor Model-2020,272.84,1,0.15,80.61,Corporate
ORD007515,2022-09-13,2022-09-17,South,FL,Orlando,Technology,Laptop,Laptop Model-2022,1458.72,5,0.0,510.26,Corporate
ORD007516,2024-07-14,2024-07-20,West,OR,Portland,Technology,Monitor,Monitor Model-2022,517.98,2,0.0,117.32,Consumer
ORD007517,2024-03-07,2024-03-11,East,DE,Wilmington,Technology,Keyboard,Keyboard Model-2022,569.27,2,0.0,167.38,Consumer
ORD007518,2024-12-09,2024-12-12,West,OR,Salem,Furniture,Cabinet,Cabinet Model-2020,3046.16,4,0.05,547.63,Consumer
ORD007519,2022-06-20,2022-06-25,North,PA,Philadelphia,Furniture,Table,Table Model-2020,1530.0,6,0.0,423.84,One-time Buyer
ORD007520,2022-09-05,2022-09-12,West,CO,Denver,Technology,Mouse,Mouse Model-2022,3626.13,4,0.0,778.09,Consumer
ORD007521,2022-08-20,2022-08-23,South,TX,Houston,Technology,Mouse,Mouse Model-2020,280.66,2,0.05,90.74,VIP
ORD007522,2024-05-17,2024-05-21,East,NJ,Paterson,Office Supplies,Pen,Pen Model-2023,2208.58,4,0.0,490.15,Consumer
ORD007523,2022-07-24,2022-07-29,East,MD,Frederick,Office Supplies,Pen,Pen Model-2022,6563.34,6,0.0,1568.83,Consumer
ORD007524,2022-03-14,2022-03-17,West,CO,Colorado Springs,Office Supplies,Binder,Binder Model-2021,847.85,6,0.0,293.41,Corporate
ORD007525,2024-12-29,2025-01-02,South,GA,Columbus,Office Supplies,Binder,Binder Model-2023,573.59,1,0.05,110.75,Consumer
ORD007526,2022-01-28,2022-01-31,North,MA,Worcester,Office Supplies,Notebook,Notebook Model-2022,1374.98,3,0.0,361.55,Corporate
ORD007527,2024-07-03,2024-07-07,West,CA,San Diego,Technology,Monitor,Monitor Model-2021,512.87,2,0.15,165.53,One-time Buyer
ORD007528,2023-02-05,2023-02-09,East,MD,Frederick,Office Supplies,Paper,Paper Model-2021,727.01,5,0.05,154.83,Consumer
ORD007529,2024-07-10,2024-07-13,South,FL,Orlando,Office Supplies,Paper,Paper Model-2024,3155.21,5,0.05,482.92,One-time Buyer
ORD007530,2023-08-31,2023-09-05,East,DE,Dover,Office Supplies,Pen,Pen Model-2024,1895.79,7,0.05,624.22,Corporate
ORD007531,2024-09-14,2024-09-17,East,MD,Baltimore,Furniture,Desk,Desk Model-2021,613.88,2,0.0,168.16,Consumer
ORD007532,2024-10-11,2024-10-14,East,NJ,Paterson,Furniture,Table,Table Model-2022,2343.05,4,0.2,459.44,Consumer
ORD007533,2022-01-10,2022-01-15,East,NJ,Paterson,Furniture,Cabinet,Cabinet Model-2022,4970.99,4,0.2,1020.38,VIP
ORD007534,2022-03-24,2022-03-27,North,NY,New York,Technology,Printer,Printer Model-2022,2120.72,7,0.0,657.25,Consumer
ORD007535,2022-10-02,2022-10-09,South,NC,Greensboro,Furniture,Bookshelf,Bookshelf Model-2022,4955.93,7,0.1,1379.83,One-time Buyer
ORD007536,2024-01-03,2024-01-10,West,CA,San Diego,Office Supplies,Notebook,Notebook Model-2021,11681.26,7,0.0,3463.73,Corporate
ORD007537,2024-08-30,2024-09-06,South,GA,Columbus,Office Supplies,Paper,Paper Model-2020,272.65,2,0.1,72.37,Consumer
ORD007538,2023-05-19,2023-05-23,South,TX,Austin,Office Supplies,Notebook,Notebook Model-2020,953.33,2,0.0,293.63,Corporate
ORD007539,2023-10-27,2023-11-02,South,GA,Savannah,Technology,Printer,Printer Model-2022,211.23,2,0.0,66.37,One-time Buyer
ORD007540,2022-07-26,2022-07-29,West,CA,San Diego,Furniture,Cabinet,Cabinet Model-2024,923.39,1,0.05,209.96,Corporate
ORD007541,2024-05-31,2024-06-06,South,GA,Savannah,Furniture,Desk,Desk Model-2021,1345.3,5,0.0,444.21,Corporate
ORD007542,2024-11-25,2024-12-02,West,CO,Colorado Springs,Office Supplies,Clipboard,Clipboard Model-2020,302.31,1,0.0,75.89,One-time Buyer
ORD007543,2022-10-22,2022-10-27,West,OR,Salem,Office Supplies,Binder,Binder Model-2021,3883.04,6,0.05,706.84,Consumer
ORD007544,2023-06-26,2023-07-03,North,OH,Cincinnati,Furniture,Bookshelf,Bookshelf Model-2024,6148.62,7,0.0,1190.96,VIP
ORD007545,2022-04-05,2022-04-08,East,CT,Hartford,Furniture,Cabinet,Cabinet Model-2021,2487.83,7,0.0,738.3,One-time Buyer
ORD007546,2023-09-05,2023-09-11,West,OR,Salem,Office Supplies,Paper,Paper Model-2024,647.59,1,0.0,146.01,Corporate
ORD007547,2023-07-05,2023-07-11,East,MD,Frederick,Furniture,Chair,Chair Model-2024,4247.86,3,0.15,860.14,One-time Buyer
ORD007548,2022-06-08,2022-06-12,South,FL,Tampa,Furniture,Chair,Chair Model-2023,1189.75,1,0.0,322.37,Corporate
ORD007549,2023-04-30,2023-05-05,East,NJ,Jersey City,Technology,Printer,Printer Model-2024,4189.68,7,0.15,1283.94,Corporate
ORD007550,2023-01-01,2023-01-08,East,CT,Hartford,Office Supplies,Clipboard,Clipboard Model-2023,9197.48,6,0.0,1580.54,Corporate
ORD007551,2023-07-26,2023-07-31,East,DE,Wilmington,Furniture,Table,Table Model-2024,5717.44,5,0.0,1371.19,Corporate
ORD007552,2023-10-04,2023-10-07,South,FL,Miami,Technology,Mouse,Mouse Model-2024,2860.77,4,0.05,870.52,Corporate
ORD007553,2022-01-10,2022-01-14,South,TX,Dallas,Technology,Monitor,Monitor Model-2021,6393.27,5,0.05,2114.42,Consumer
ORD007554,2024-04-13,2024-04-20,West,WA,Tacoma,Technology,Keyboard,Keyboard Model-2023,6318.85,7,0.05,964.95,Corporate
ORD007555,2024-02-20,2024-02-23,West,OR,Eugene,Technology,Monitor,Monitor Model-2020,897.67,2,0.0,252.44,Consumer
ORD007556,2023-02-06,2023-02-11,North,PA,Pittsburgh,Technology,Laptop,Laptop Model-2020,2693.16,6,0.0,725.74,Consumer
ORD007557,2022-02-27,2022-03-03,South,NC,Raleigh,Technology,Keyboard,Keyboard Model-2021,208.83,2,0.0,52.95,Consumer
ORD007558,2024-04-06,2024-04-13,North,NY,New York,Technology,Desktop,Desktop Model-2020,196.11,2,0.15,35.7,One-time Buyer
ORD007559,2024-11-11,2024-11-16,South,TX,Dallas,Office Supplies,Paper,Paper Model-2020,746.38,1,0.05,222.69,Corporate
ORD007560,2022-09-20,2022-09-27,East,CT,Bridgeport,Office Supplies,Clipboard,Clipboard Model-2024,2724.74,6,0.1,622.76,Corporate
ORD007561,2022-12-21,2022-12-25,North,NY,New York,Office Supplies,Notebook,Notebook Model-2022,2446.67,3,0.0,481.81,Consumer
ORD007562,2022-07-21,2022-07-25,North,PA,Allentown,Technology,Desktop,Desktop Model-2022,6059.12,4,0.05,1938.95,Corporate
ORD007563,2023-09-24,2023-09-29,North,MA,Boston,Furniture,Desk,Desk Model-2020,361.1,1,0.1,76.34,Consumer
ORD007564,2022-06-19,2022-06-26,South,NC,Raleigh,Technology,Mouse,Mouse Model-2021,1024.11,7,0.0,194.26,Consumer
ORD007565,2023-01-26,2023-02-01,West,WA,Tacoma,Office Supplies,Clipboard,Clipboard Model-2021,1185.0,2,0.0,251.71,Corporate
ORD007566,2024-02-03,2024-02-06,North,MA,Worcester,Office Supplies,Binder,Binder Model-2023,724.53,5,0.05,134.92,Corporate
ORD007567,2023-09-06,2023-09-10,West,CO,Fort Collins,Technology,Desktop,Desktop Model-2021,3893.64,7,0.05,1189.33,Consumer
ORD007568,2023-02-28,2023-03-07,South,FL,Miami,Office Supplies,Binder,Binder Model-2021,902.71,2,0.05,168.28,Corporate
ORD007569,2023-04-06,2023-04-11,North,NY,Albany,Furniture,Chair,Chair Model-2024,3613.87,5,0.0,1060.07,One-time Buyer
ORD007570,2023-09-08,2023-09-13,South,FL,Tampa,Furniture,Cabinet,Cabinet Model-2024,1264.52,4,0.0,230.78,Consumer
ORD007571,2022-01-07,2022-01-11,West,WA,Tacoma,Furniture,Desk,Desk Model-2020,337.56,2,0.05,65.91,Consumer
ORD007572,2022-03-27,2022-03-31,West,WA,Tacoma,Technology,Monitor,Monitor Model-2021,1337.97,6,0.05,292.35,Corporate
ORD007573,2024-08-22,2024-08-28,North,PA,Philadelphia,Office Supplies,Binder,Binder Model-2022,3849.94,6,0.05,1309.03,Consumer
ORD007574,2022-03-27,2022-04-01,West,OR,Eugene,Office Supplies,Binder,Binder Model-2021,1530.73,4,0.1,509.37,VIP
ORD007575,2024-02-13,2024-02-20,East,NJ,Jersey City,Furniture,Table,Table Model-2021,880.48,2,0.1,147.06,Corporate
ORD007576,2024-10-04,2024-10-07,East,MD,Gaithersburg,Office Supplies,Binder,Binder Model-2020,2065.29,7,0.0,448.51,Corporate
ORD007577,2022-10-24,2022-10-27,North,PA,Philadelphia,Technology,Mouse,Mouse Model-2022,2012.18,2,0.0,441.21,Corporate
ORD007578,2023-02-10,2023-02-16,South,GA,Atlanta,Furniture,Table,Table Model-2020,19287.18,5,0.0,3709.17,Corporate
ORD007579,2023-09-15,2023-09-22,South,TX,Austin,Technology,Printer,Printer Model-2021,861.4,3,0.0,204.26,Consumer
ORD007580,2024-08-23,2024-08-26,South,TX,Dallas,Technology,Laptop,Laptop Model-2022,3743.81,6,0.15,1121.64,VIP
ORD007581,2024-10-28,2024-10-31,East,MD,Baltimore,Office Supplies,Pen,Pen Model-2021,969.14,5,0.0,164.63,Corporate
ORD007582,2024-03-20,2024-03-27,West,WA,Tacoma,Technology,Laptop,Laptop Model-2020,661.5,1,0.15,188.08,Consumer
ORD007583,2022-04-05,2022-04-12,East,CT,Hartford,Furniture,Table,Table Model-2020,2672.65,7,0.0,540.28,Corporate
ORD007584,2024-01-03,2024-01-07,West,CO,Colorado Springs,Technology,Monitor,Monitor Model-2024,3953.75,7,0.0,1101.07,Consumer
ORD007585,2023-03-26,2023-03-29,East,MD,Frederick,Office Supplies,Notebook,Notebook Model-2022,1649.31,7,0.0,472.33,Consumer
ORD007586,2023-05-31,2023-06-03,South,NC,Charlotte,Technology,Printer,Printer Model-2024,4216.45,4,0.0,1246.5,Corporate
ORD007587,2022-02-23,2022-03-01,South,TX,Houston,Technology,Desktop,Desktop Model-2022,780.71,4,0.0,251.66,Corporate
ORD007588,2022-07-29,2022-08-02,South,FL,Orlando,Office Supplies,Pen,Pen Model-2023,4259.3,3,0.0,1405.25,Corporate
ORD007589,2024-05-15,2024-05-19,North,OH,Cincinnati,Office Supplies,Clipboard,Clipboard Model-2022,250.04,2,0.05,75.47,Consumer
ORD007590,2023-05-13,2023-05-16,North,OH,Cincinnati,Office Supplies,Notebook,Notebook Model-2021,1079.3,4,0.0,265.74,Corporate
ORD007591,2022-11-27,2022-12-02,West,WA,Tacoma,Office Supplies,Pen,Pen Model-2022,3057.4,7,0.15,485.63,Consumer
ORD007592,2023-02-25,2023-03-02,North,MA,Worcester,Office Supplies,Notebook,Notebook Model-2024,3071.21,3,0.05,1036.29,Corporate
ORD007593,2024-07-24,2024-07-31,East,NJ,Newark,Office Supplies,Clipboard,Clipboard Model-2020,450.69,1,0.15,121.81,Corporate
ORD007594,2024-03-31,2024-04-04,East,DE,Dover,Office Supplies,Clipboard,Clipboard Model-2020,886.98,4,0.0,227.88,Corporate
