Order_ID,Order_Date,Ship_Date,Region,State,City,Product_Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Customer_Segment,Shipping_Days,Year,Month,Quarter,Week,DayOfWeek,Year_Month,Profit_Margin_Pct,Unit_Price,Profit_Per_Unit,Margin_Category,Customer_Size_Segment,Order_Value_Category,Discount_Impact
ORD007122,2022-01-05,2022-01-10,East,DE,Dover,Office Supplies,Notebook,Notebook Model-2020,3533.73,6,0.2,862.8,Corporate,5,2022,1,1,1,Wednesday,2022-01,24.42,588.96,143.8,Good (20-30%),Enterprise,High Value,706.7460000000001
ORD007123,2024-12-30,2025-01-06,North,OH,Cincinnati,Furniture,Desk,Desk Model-2022,498.02,1,0.0,115.67,One-time Buyer,7,2024,12,4,1,Monday,2024-12,23.23,498.02,115.67,Good (20-30%),SMB,Low Value,0.0
ORD007124,2024-05-28,2024-06-02,West,WA,Vancouver,Furniture,Chair,Chair Model-2024,10923.12,7,0.05,3119.95,One-time Buyer,5,2024,5,2,22,Tuesday,2024-05,28.56,1560.45,445.71,Good (20-30%),Enterprise,High Value,546.1560000000001
ORD007125,2024-05-11,2024-05-18,West,CA,San Diego,Office Supplies,Notebook,Notebook Model-2020,5400.69,6,0.0,1231.47,One-time Buyer,7,2024,5,2,19,Saturday,2024-05,22.8,900.11,205.24,Good (20-30%),Enterprise,High Value,0.0
ORD007126,2023-07-13,2023-07-16,West,WA,Vancouver,Technology,Mouse,Mouse Model-2022,4156.57,6,0.0,772.9,Consumer,3,2023,7,3,28,Thursday,2023-07,18.59,692.76,128.82,Medium (10-20%),Enterprise,High Value,0.0
ORD007127,2022-11-25,2022-11-30,North,OH,Cincinnati,Office Supplies,Notebook,Notebook Model-2021,6643.08,5,0.05,2150.52,One-time Buyer,5,2022,11,4,47,Friday,2022-11,32.37,1328.62,430.1,Excellent (30%+),Enterprise,High Value,332.154
ORD007128,2022-06-15,2022-06-18,South,GA,Atlanta,Office Supplies,Notebook,Notebook Model-2024,1068.09,6,0.05,199.42,Consumer,3,2022,6,2,24,Wednesday,2022-06,18.67,178.02,33.24,Medium (10-20%),Mid-Market,Mid Range,53.4045
ORD007129,2022-11-08,2022-11-12,North,MA,Boston,Office Supplies,Notebook,Notebook Model-2021,1275.93,4,0.05,198.64,Corporate,4,2022,11,4,45,Tuesday,2022-11,15.57,318.98,49.66,Medium (10-20%),Mid-Market,Mid Range,63.79650000000001
ORD007130,2023-02-16,2023-02-21,South,GA,Columbus,Furniture,Desk,Desk Model-2022,2769.04,3,0.1,524.04,VIP,5,2023,2,1,7,Thursday,2023-02,18.92,923.01,174.68,Medium (10-20%),Enterprise,Mid Range,276.904
ORD007131,2024-04-08,2024-04-15,East,DE,Milford,Office Supplies,Paper,Paper Model-2022,138.21,1,0.1,33.31,Consumer,7,2024,4,2,15,Monday,2024-04,24.1,138.21,33.31,Good (20-30%),SMB,Low Value,13.821000000000002
ORD007132,2023-08-14,2023-08-21,East,CT,Bridgeport,Furniture,Bookshelf,Bookshelf Model-2024,8820.82,6,0.0,2069.77,Corporate,7,2023,8,3,33,Monday,2023-08,23.46,1470.14,344.96,Good (20-30%),Enterprise,High Value,0.0
ORD007133,2022-03-26,2022-03-30,South,NC,Charlotte,Technology,Desktop,Desktop Model-2020,744.37,1,0.05,230.21,Corporate,4,2022,3,1,12,Saturday,2022-03,30.93,744.37,230.21,Excellent (30%+),Mid-Market,Mid Range,37.2185
ORD007134,2022-01-20,2022-01-27,East,CT,Bridgeport,Office Supplies,Pen,Pen Model-2024,1109.54,3,0.05,209.69,Corporate,7,2022,1,1,3,Thursday,2022-01,18.9,369.85,69.9,Medium (10-20%),Mid-Market,Mid Range,55.477000000000004
ORD007135,2022-04-23,2022-04-26,East,NJ,Jersey City,Furniture,Bookshelf,Bookshelf Model-2020,1227.16,4,0.0,374.43,Consumer,3,2022,4,2,16,Saturday,2022-04,30.51,306.79,93.61,Excellent (30%+),Mid-Market,Mid Range,0.0
ORD007136,2023-03-26,2023-04-02,West,OR,Salem,Furniture,Bookshelf,Bookshelf Model-2024,179.85,1,0.0,30.44,VIP,7,2023,3,1,12,Sunday,2023-03,16.93,179.85,30.44,Medium (10-20%),SMB,Low Value,0.0
ORD007137,2024-10-18,2024-10-22,West,OR,Eugene,Furniture,Bookshelf,Bookshelf Model-2020,1044.24,7,0.0,255.56,Corporate,4,2024,10,4,42,Friday,2024-10,24.47,149.18,36.51,Good (20-30%),Mid-Market,Mid Range,0.0
ORD007138,2023-11-29,2023-12-05,North,OH,Columbus,Office Supplies,Paper,Paper Model-2023,1276.6,4,0.15,412.43,Consumer,6,2023,11,4,48,Wednesday,2023-11,32.31,319.15,103.11,Excellent (30%+),Mid-Market,Mid Range,191.48999999999998
ORD007139,2024-05-27,2024-06-02,North,PA,Philadelphia,Technology,Mouse,Mouse Model-2020,5130.34,5,0.0,1193.25,Consumer,6,2024,5,2,22,Monday,2024-05,23.26,1026.07,238.65,Good (20-30%),Enterprise,High Value,0.0
ORD007140,2023-05-26,2023-05-29,North,PA,Pittsburgh,Furniture,Bookshelf,Bookshelf Model-2020,3356.39,7,0.0,1150.09,One-time Buyer,3,2023,5,2,21,Friday,2023-05,34.27,479.48,164.3,Excellent (30%+),Enterprise,High Value,0.0
ORD007141,2023-02-01,2023-02-07,West,OR,Portland,Office Supplies,Notebook,Notebook Model-2022,359.97,1,0.1,99.43,Consumer,6,2023,2,1,5,Wednesday,2023-02,27.62,359.97,99.43,Good (20-30%),SMB,Low Value,35.99700000000001
ORD007142,2022-04-29,2022-05-06,North,MA,Worcester,Furniture,Chair,Chair Model-2021,934.81,4,0.2,281.69,Consumer,7,2022,4,2,17,Friday,2022-04,30.13,233.7,70.42,Excellent (30%+),Mid-Market,Mid Range,186.962
ORD007143,2024-08-17,2024-08-21,North,PA,Philadelphia,Furniture,Table,Table Model-2024,926.82,5,0.0,233.53,Corporate,4,2024,8,3,33,Saturday,2024-08,25.2,185.36,46.71,Good (20-30%),Mid-Market,Mid Range,0.0
ORD007144,2024-05-07,2024-05-10,West,WA,Vancouver,Office Supplies,Binder,Binder Model-2022,14445.45,6,0.0,3408.43,Corporate,3,2024,5,2,19,Tuesday,2024-05,23.6,2407.58,568.07,Good (20-30%),Enterprise,High Value,0.0
ORD007145,2022-07-04,2022-07-10,South,NC,Charlotte,Furniture,Desk,Desk Model-2021,113.03,1,0.0,18.87,Corporate,6,2022,7,3,27,Monday,2022-07,16.69,113.03,18.87,Medium (10-20%),SMB,Low Value,0.0
ORD007146,2023-07-15,2023-07-22,West,CA,San Diego,Furniture,Desk,Desk Model-2022,573.7,2,0.0,99.82,Corporate,7,2023,7,3,28,Saturday,2023-07,17.4,286.85,49.91,Medium (10-20%),Mid-Market,Low Value,0.0
ORD007147,2023-06-18,2023-06-25,South,GA,Columbus,Office Supplies,Binder,Binder Model-2022,5834.44,7,0.0,1542.28,One-time Buyer,7,2023,6,2,24,Sunday,2023-06,26.43,833.49,220.33,Good (20-30%),Enterprise,High Value,0.0
ORD007148,2023-11-16,2023-11-21,West,CA,San Francisco,Technology,Printer,Printer Model-2024,3272.96,7,0.0,892.62,VIP,5,2023,11,4,46,Thursday,2023-11,27.27,467.57,127.52,Good (20-30%),Enterprise,High Value,0.0
ORD007149,2024-11-02,2024-11-07,North,MA,Springfield,Technology,Keyboard,Keyboard Model-2023,1153.33,4,0.0,400.15,Consumer,5,2024,11,4,44,Saturday,2024-11,34.7,288.33,100.04,Excellent (30%+),Mid-Market,Mid Range,0.0
ORD007150,2023-09-27,2023-10-01,East,MD,Gaithersburg,Technology,Printer,Printer Model-2022,10250.56,5,0.2,3296.05,Corporate,4,2023,9,3,39,Wednesday,2023-09,32.15,2050.11,659.21,Excellent (30%+),Enterprise,High Value,2050.112
ORD007151,2023-08-15,2023-08-18,East,MD,Gaithersburg,Technology,Laptop,Laptop Model-2024,3146.58,6,0.1,1003.44,VIP,3,2023,8,3,33,Tuesday,2023-08,31.89,524.43,167.24,Excellent (30%+),Enterprise,High Value,314.658
ORD007152,2022-02-25,2022-03-03,South,FL,Tampa,Office Supplies,Clipboard,Clipboard Model-2020,522.29,2,0.05,108.28,Corporate,6,2022,2,1,8,Friday,2022-02,20.73,261.14,54.14,Good (20-30%),Mid-Market,Low Value,26.1145
ORD007153,2022-03-10,2022-03-16,South,TX,Austin,Office Supplies,Paper,Paper Model-2021,4167.13,4,0.0,968.26,Corporate,6,2022,3,1,10,Thursday,2022-03,23.24,1041.78,242.06,Good (20-30%),Enterprise,High Value,0.0
ORD007154,2022-07-25,2022-08-01,South,GA,Savannah,Technology,Printer,Printer Model-2024,172.29,1,0.05,29.36,Consumer,7,2022,7,3,30,Monday,2022-07,17.04,172.29,29.36,Medium (10-20%),SMB,Low Value,8.6145
ORD007155,2022-02-05,2022-02-11,East,CT,Bridgeport,Office Supplies,Binder,Binder Model-2023,2468.48,6,0.0,657.37,Corporate,6,2022,2,1,5,Saturday,2022-02,26.63,411.41,109.56,Good (20-30%),Enterprise,Mid Range,0.0
ORD007156,2024-03-24,2024-03-28,South,FL,Miami,Technology,Printer,Printer Model-2024,4060.03,4,0.0,665.47,Corporate,4,2024,3,1,12,Sunday,2024-03,16.39,1015.01,166.37,Medium (10-20%),Enterprise,High Value,0.0
ORD007157,2024-03-03,2024-03-08,West,WA,Vancouver,Furniture,Cabinet,Cabinet Model-2024,10245.8,5,0.05,2452.5,Corporate,5,2024,3,1,9,Sunday,2024-03,23.94,2049.16,490.5,Good (20-30%),Enterprise,High Value,512.29
ORD007158,2022-05-29,2022-06-05,West,WA,Tacoma,Furniture,Bookshelf,Bookshelf Model-2020,324.42,1,0.05,85.4,VIP,7,2022,5,2,21,Sunday,2022-05,26.32,324.42,85.4,Good (20-30%),SMB,Low Value,16.221
ORD007159,2024-07-04,2024-07-07,East,CT,New Haven,Furniture,Bookshelf,Bookshelf Model-2021,148.17,1,0.15,28.99,Consumer,3,2024,7,3,27,Thursday,2024-07,19.57,148.17,28.99,Medium (10-20%),SMB,Low Value,22.225499999999997
ORD007160,2022-06-19,2022-06-26,West,CO,Denver,Technology,Desktop,Desktop Model-2021,2955.04,6,0.05,901.55,Consumer,7,2022,6,2,24,Sunday,2022-06,30.51,492.51,150.26,Excellent (30%+),Enterprise,High Value,147.752
ORD007161,2022-11-26,2022-12-02,South,FL,Miami,Furniture,Desk,Desk Model-2023,1387.03,1,0.1,395.26,Consumer,6,2022,11,4,47,Saturday,2022-11,28.5,1387.03,395.26,Good (20-30%),Mid-Market,Mid Range,138.703
ORD007162,2022-09-30,2022-10-04,East,MD,Gaithersburg,Technology,Keyboard,Keyboard Model-2021,1943.18,3,0.0,348.94,Corporate,4,2022,9,3,39,Friday,2022-09,17.96,647.73,116.31,Medium (10-20%),Mid-Market,Mid Range,0.0
ORD007163,2023-02-12,2023-02-15,South,TX,Austin,Office Supplies,Clipboard,Clipboard Model-2020,2523.83,5,0.1,875.1,Consumer,3,2023,2,1,6,Sunday,2023-02,34.67,504.77,175.02,Excellent (30%+),Enterprise,Mid Range,252.383
ORD007164,2022-10-06,2022-10-13,West,OR,Eugene,Furniture,Desk,Desk Model-2023,456.03,2,0.2,117.84,Corporate,7,2022,10,4,40,Thursday,2022-10,25.84,228.02,58.92,Good (20-30%),SMB,Low Value,91.206
ORD007165,2023-06-20,2023-06-26,South,NC,Charlotte,Furniture,Desk,Desk Model-2020,537.83,1,0.05,83.52,Consumer,6,2023,6,2,25,Tuesday,2023-06,15.53,537.83,83.52,Medium (10-20%),Mid-Market,Low Value,26.891500000000004
ORD007166,2023-03-23,2023-03-30,East,DE,Wilmington,Furniture,Cabinet,Cabinet Model-2020,5310.06,5,0.1,1168.33,Corporate,7,2023,3,1,12,Thursday,2023-03,22.0,1062.01,233.67,Good (20-30%),Enterprise,High Value,531.0060000000001
ORD007167,2024-12-16,2024-12-19,South,GA,Savannah,Office Supplies,Pen,Pen Model-2024,805.01,3,0.2,278.42,Consumer,3,2024,12,4,51,Monday,2024-12,34.59,268.34,92.81,Excellent (30%+),Mid-Market,Mid Range,161.002
ORD007168,2022-03-03,2022-03-09,West,OR,Salem,Technology,Monitor,Monitor Model-2024,715.71,3,0.0,236.51,One-time Buyer,6,2022,3,1,9,Thursday,2022-03,33.05,238.57,78.84,Excellent (30%+),Mid-Market,Mid Range,0.0
ORD007169,2022-06-05,2022-06-10,North,OH,Cincinnati,Furniture,Desk,Desk Model-2024,2310.58,6,0.1,416.44,Corporate,5,2022,6,2,22,Sunday,2022-06,18.02,385.1,69.41,Medium (10-20%),Enterprise,Mid Range,231.058
ORD007170,2022-02-27,2022-03-02,East,MD,Gaithersburg,Furniture,Table,Table Model-2022,335.95,1,0.0,107.84,VIP,3,2022,2,1,8,Sunday,2022-02,32.1,335.95,107.84,Excellent (30%+),SMB,Low Value,0.0
ORD007171,2023-11-17,2023-11-22,South,NC,Charlotte,Technology,Laptop,Laptop Model-2020,2086.85,5,0.0,571.13,Corporate,5,2023,11,4,46,Friday,2023-11,27.37,417.37,114.23,Good (20-30%),Enterprise,Mid Range,0.0
ORD007172,2022-03-01,2022-03-06,East,NJ,Paterson,Furniture,Chair,Chair Model-2021,428.39,3,0.05,66.12,Consumer,5,2022,3,1,9,Tuesday,2022-03,15.43,142.8,22.04,Medium (10-20%),SMB,Low Value,21.4195
ORD007173,2024-07-04,2024-07-10,South,NC,Charlotte,Furniture,Desk,Desk Model-2023,304.89,1,0.0,91.92,Consumer,6,2024,7,3,27,Thursday,2024-07,30.15,304.89,91.92,Excellent (30%+),SMB,Low Value,0.0
ORD007174,2023-07-15,2023-07-22,North,NY,Albany,Furniture,Bookshelf,Bookshelf Model-2022,4684.45,6,0.2,1089.45,VIP,7,2023,7,3,28,Saturday,2023-07,23.26,780.74,181.58,Good (20-30%),Enterprise,High Value,936.89
ORD007175,2023-08-01,2023-08-08,West,CO,Denver,Technology,Keyboard,Keyboard Model-2024,2489.76,7,0.0,570.72,Corporate,7,2023,8,3,31,Tuesday,2023-08,22.92,355.68,81.53,Good (20-30%),Enterprise,Mid Range,0.0
ORD007176,2023-09-07,2023-09-11,South,NC,Raleigh,Furniture,Cabinet,Cabinet Model-2022,7277.49,4,0.0,1648.79,Consumer,4,2023,9,3,36,Thursday,2023-09,22.66,1819.37,412.2,Good (20-30%),Enterprise,High Value,0.0
ORD007177,2022-07-07,2022-07-10,South,GA,Atlanta,Office Supplies,Pen,Pen Model-2022,2867.8,4,0.0,772.33,Corporate,3,2022,7,3,27,Thursday,2022-07,26.93,716.95,193.08,Good (20-30%),Enterprise,Mid Range,0.0
ORD007178,2022-08-05,2022-08-08,North,MA,Springfield,Technology,Printer,Printer Model-2020,1114.8,4,0.15,326.46,Corporate,3,2022,8,3,31,Friday,2022-08,29.28,278.7,81.61,Good (20-30%),Mid-Market,Mid Range,167.22
ORD007179,2022-12-16,2022-12-22,East,DE,Wilmington,Furniture,Bookshelf,Bookshelf Model-2020,1714.66,7,0.0,479.3,Consumer,6,2022,12,4,50,Friday,2022-12,27.95,244.95,68.47,Good (20-30%),Mid-Market,Mid Range,0.0
ORD007180,2023-10-12,2023-10-18,West,CO,Denver,Office Supplies,Notebook,Notebook Model-2021,1288.53,2,0.05,255.58,Consumer,6,2023,10,4,41,Thursday,2023-10,19.84,644.26,127.79,Medium (10-20%),Mid-Market,Mid Range,64.4265
ORD007181,2022-08-19,2022-08-23,South,FL,Miami,Office Supplies,Pen,Pen Model-2023,1190.37,5,0.15,346.83,One-time Buyer,4,2022,8,3,33,Friday,2022-08,29.14,238.07,69.37,Good (20-30%),Mid-Market,Mid Range,178.55549999999997
ORD007182,2022-05-08,2022-05-12,South,FL,Tampa,Office Supplies,Pen,Pen Model-2023,8447.49,6,0.0,1496.08,Consumer,4,2022,5,2,18,Sunday,2022-05,17.71,1407.92,249.35,Medium (10-20%),Enterprise,High Value,0.0
ORD007183,2024-11-28,2024-12-03,West,CA,San Francisco,Office Supplies,Notebook,Notebook Model-2024,647.36,4,0.0,222.87,Consumer,5,2024,11,4,48,Thursday,2024-11,34.43,161.84,55.72,Excellent (30%+),Mid-Market,Low Value,0.0
ORD007184,2022-01-25,2022-01-29,North,MA,Worcester,Office Supplies,Binder,Binder Model-2021,802.06,7,0.0,196.28,Consumer,4,2022,1,1,4,Tuesday,2022-01,24.47,114.58,28.04,Good (20-30%),Mid-Market,Mid Range,0.0
ORD007185,2024-05-28,2024-06-04,East,NJ,Paterson,Furniture,Chair,Chair Model-2023,674.67,3,0.0,113.53,Consumer,7,2024,5,2,22,Tuesday,2024-05,16.83,224.89,37.84,Medium (10-20%),Mid-Market,Low Value,0.0
ORD007186,2024-05-12,2024-05-17,West,OR,Eugene,Office Supplies,Binder,Binder Model-2022,1132.98,2,0.0,300.61,Corporate,5,2024,5,2,19,Sunday,2024-05,26.53,566.49,150.3,Good (20-30%),Mid-Market,Mid Range,0.0
ORD007187,2022-11-22,2022-11-26,East,NJ,Jersey City,Technology,Monitor,Monitor Model-2022,4003.16,4,0.0,1062.42,Consumer,4,2022,11,4,47,Tuesday,2022-11,26.54,1000.79,265.6,Good (20-30%),Enterprise,High Value,0.0
ORD007188,2022-05-29,2022-06-05,North,OH,Cincinnati,Furniture,Desk,Desk Model-2023,1149.79,7,0.15,181.39,Consumer,7,2022,5,2,21,Sunday,2022-05,15.78,164.26,25.91,Medium (10-20%),Mid-Market,Mid Range,172.46849999999998
ORD007189,2022-06-09,2022-06-16,North,MA,Boston,Furniture,Desk,Desk Model-2022,485.46,1,0.1,73.87,VIP,7,2022,6,2,23,Thursday,2022-06,15.22,485.46,73.87,Medium (10-20%),SMB,Low Value,48.546
ORD007190,2024-02-03,2024-02-08,West,CO,Fort Collins,Office Supplies,Notebook,Notebook Model-2022,506.82,3,0.05,176.99,Consumer,5,2024,2,1,5,Saturday,2024-02,34.92,168.94,59.0,Excellent (30%+),Mid-Market,Low Value,25.341
ORD007191,2023-12-05,2023-12-10,South,FL,Miami,Office Supplies,Paper,Paper Model-2024,874.0,2,0.15,199.29,Corporate,5,2023,12,4,49,Tuesday,2023-12,22.8,437.0,99.64,Good (20-30%),Mid-Market,Mid Range,131.1
ORD007192,2024-05-07,2024-05-14,North,MA,Springfield,Furniture,Chair,Chair Model-2022,218.35,2,0.0,43.47,Corporate,7,2024,5,2,19,Tuesday,2024-05,19.91,109.18,21.74,Medium (10-20%),SMB,Low Value,0.0
ORD007193,2024-10-23,2024-10-29,North,PA,Allentown,Technology,Printer,Printer Model-2023,1447.81,3,0.05,375.77,Corporate,6,2024,10,4,43,Wednesday,2024-10,25.95,482.6,125.26,Good (20-30%),Mid-Market,Mid Range,72.3905
ORD007194,2024-01-28,2024-02-02,West,CA,Los Angeles,Furniture,Chair,Chair Model-2020,1875.35,4,0.0,284.43,One-time Buyer,5,2024,1,1,4,Sunday,2024-01,15.17,468.84,71.11,Medium (10-20%),Mid-Market,Mid Range,0.0
ORD007195,2022-06-20,2022-06-23,West,OR,Portland,Furniture,Cabinet,Cabinet Model-2022,731.38,6,0.0,111.59,Consumer,3,2022,6,2,25,Monday,2022-06,15.26,121.9,18.6,Medium (10-20%),Mid-Market,Mid Range,0.0
ORD007196,2022-09-24,2022-09-30,West,CA,San Diego,Office Supplies,Binder,Binder Model-2023,4107.91,6,0.0,708.84,One-time Buyer,6,2022,9,3,38,Saturday,2022-09,17.26,684.65,118.14,Medium (10-20%),Enterprise,High Value,0.0
ORD007197,2024-07-11,2024-07-14,North,PA,Pittsburgh,Technology,Keyboard,Keyboard Model-2022,524.61,1,0.0,162.89,One-time Buyer,3,2024,7,3,28,Thursday,2024-07,31.05,524.61,162.89,Excellent (30%+),Mid-Market,Low Value,0.0
ORD007198,2022-08-18,2022-08-22,East,DE,Milford,Office Supplies,Notebook,Notebook Model-2021,3703.67,7,0.1,739.44,Corporate,4,2022,8,3,33,Thursday,2022-08,19.97,529.1,105.63,Medium (10-20%),Enterprise,High Value,370.367
ORD007199,2022-03-21,2022-03-26,North,MA,Springfield,Office Supplies,Paper,Paper Model-2024,477.27,1,0.0,119.65,Consumer,5,2022,3,1,12,Monday,2022-03,25.07,477.27,119.65,Good (20-30%),SMB,Low Value,0.0
ORD007200,2024-02-10,2024-02-15,West,OR,Salem,Office Supplies,Notebook,Notebook Model-2020,4218.32,6,0.05,821.41,Consumer,5,2024,2,1,6,Saturday,2024-02,19.47,703.05,136.9,Medium (10-20%),Enterprise,High Value,210.916
ORD007201,2023-03-17,2023-03-24,South,GA,Columbus,Office Supplies,Clipboard,Clipboard Model-2022,2833.35,6,0.0,733.74,Corporate,7,2023,3,1,11,Friday,2023-03,25.9,472.22,122.29,Good (20-30%),Enterprise,Mid Range,0.0
ORD007202,2024-10-04,2024-10-09,South,TX,Dallas,Technology,Printer,Printer Model-2023,1377.26,1,0.0,346.74,One-time Buyer,5,2024,10,4,40,Friday,2024-10,25.18,1377.26,346.74,Good (20-30%),Mid-Market,Mid Range,0.0
ORD007203,2023-12-14,2023-12-17,West,OR,Eugene,Office Supplies,Binder,Binder Model-2020,10757.88,7,0.0,2475.87,Corporate,3,2023,12,4,50,Thursday,2023-12,23.01,1536.84,353.7,Good (20-30%),Enterprise,High Value,0.0
ORD007204,2022-04-10,2022-04-16,South,FL,Miami,Office Supplies,Paper,Paper Model-2022,1422.24,2,0.05,336.56,Consumer,6,2022,4,2,14,Sunday,2022-04,23.66,711.12,168.28,Good (20-30%),Mid-Market,Mid Range,71.11200000000001
ORD007205,2024-11-03,2024-11-07,North,PA,Allentown,Technology,Printer,Printer Model-2021,5255.44,4,0.0,1475.07,Consumer,4,2024,11,4,44,Sunday,2024-11,28.07,1313.86,368.77,Good (20-30%),Enterprise,High Value,0.0
ORD007206,2022-10-11,2022-10-17,East,MD,Baltimore,Furniture,Bookshelf,Bookshelf Model-2023,7468.1,6,0.1,2378.07,Corporate,6,2022,10,4,41,Tuesday,2022-10,31.84,1244.68,396.34,Excellent (30%+),Enterprise,High Value,746.8100000000001
ORD007207,2023-01-05,2023-01-08,North,OH,Cleveland,Office Supplies,Binder,Binder Model-2024,1511.43,6,0.0,323.27,Corporate,3,2023,1,1,1,Thursday,2023-01,21.39,251.9,53.88,Good (20-30%),Mid-Market,Mid Range,0.0
ORD007208,2023-03-17,2023-03-21,West,CA,San Francisco,Furniture,Chair,Chair Model-2022,7956.52,3,0.0,2040.28,Consumer,4,2023,3,1,11,Friday,2023-03,25.64,2652.17,680.09,Good (20-30%),Enterprise,High Value,0.0
ORD007209,2022-02-26,2022-03-05,North,NY,Albany,Office Supplies,Notebook,Notebook Model-2023,1278.01,5,0.0,410.03,Consumer,7,2022,2,1,8,Saturday,2022-02,32.08,255.6,82.01,Excellent (30%+),Mid-Market,Mid Range,0.0
ORD007210,2023-06-28,2023-07-03,South,NC,Charlotte,Office Supplies,Notebook,Notebook Model-2022,103.89,1,0.05,19.07,Corporate,5,2023,6,2,26,Wednesday,2023-06,18.36,103.89,19.07,Medium (10-20%),SMB,Low Value,5.194500000000001
ORD007211,2022-05-16,2022-05-21,North,PA,Pittsburgh,Technology,Printer,Printer Model-2024,5214.16,3,0.0,1803.64,Corporate,5,2022,5,2,20,Monday,2022-05,34.59,1738.05,601.21,Excellent (30%+),Enterprise,High Value,0.0
ORD007212,2023-03-16,2023-03-23,East,DE,Wilmington,Technology,Laptop,Laptop Model-2021,1359.72,6,0.0,408.09,Corporate,7,2023,3,1,11,Thursday,2023-03,30.01,226.62,68.02,Excellent (30%+),Mid-Market,Mid Range,0.0
ORD007213,2023-01-20,2023-01-23,South,TX,Dallas,Furniture,Table,Table Model-2024,3232.08,6,0.0,721.47,One-time Buyer,3,2023,1,1,3,Friday,2023-01,22.32,538.68,120.24,Good (20-30%),Enterprise,High Value,0.0
ORD007214,2024-04-26,2024-05-03,East,CT,Hartford,Office Supplies,Notebook,Notebook Model-2024,5034.26,3,0.1,1132.89,Corporate,7,2024,4,2,17,Friday,2024-04,22.5,1678.09,377.63,Good (20-30%),Enterprise,High Value,503.42600000000004
ORD007215,2024-05-29,2024-06-01,East,DE,Wilmington,Technology,Printer,Printer Model-2024,639.32,6,0.15,122.15,Consumer,3,2024,5,2,22,Wednesday,2024-05,19.11,106.55,20.36,Medium (10-20%),Mid-Market,Low Value,95.89800000000001
ORD007216,2022-06-17,2022-06-21,East,MD,Gaithersburg,Office Supplies,Paper,Paper Model-2020,256.88,1,0.0,52.3,Corporate,4,2022,6,2,24,Friday,2022-06,20.36,256.88,52.3,Good (20-30%),SMB,Low Value,0.0
ORD007217,2023-02-06,2023-02-12,North,MA,Boston,Office Supplies,Clipboard,Clipboard Model-2023,2846.49,5,0.0,761.17,VIP,6,2023,2,1,6,Monday,2023-02,26.74,569.3,152.23,Good (20-30%),Enterprise,Mid Range,0.0
ORD007218,2023-02-13,2023-02-19,North,MA,Springfield,Furniture,Cabinet,Cabinet Model-2022,1637.83,2,0.0,246.9,VIP,6,2023,2,1,7,Monday,2023-02,15.07,818.92,123.45,Medium (10-20%),Mid-Market,Mid Range,0.0
ORD007219,2022-06-15,2022-06-22,North,PA,Pittsburgh,Office Supplies,Binder,Binder Model-2021,5494.72,7,0.15,849.66,One-time Buyer,7,2022,6,2,24,Wednesday,2022-06,15.46,784.96,121.38,Medium (10-20%),Enterprise,High Value,824.208
ORD007220,2024-05-24,2024-05-29,North,MA,Worcester,Technology,Printer,Printer Model-2022,8234.92,7,0.0,2859.95,Consumer,5,2024,5,2,21,Friday,2024-05,34.73,1176.42,408.56,Excellent (30%+),Enterprise,High Value,0.0
ORD007221,2024-02-14,2024-02-21,South,TX,Houston,Furniture,Cabinet,Cabinet Model-2020,326.78,2,0.15,64.41,One-time Buyer,7,2024,2,1,7,Wednesday,2024-02,19.71,163.39,32.2,Medium (10-20%),SMB,Low Value,49.016999999999996
ORD007222,2022-07-28,2022-08-02,North,MA,Springfield,Technology,Keyboard,Keyboard Model-2021,1324.19,4,0.0,418.33,One-time Buyer,5,2022,7,3,30,Thursday,2022-07,31.59,331.05,104.58,Excellent (30%+),Mid-Market,Mid Range,0.0
ORD007223,2023-02-06,2023-02-13,South,TX,Dallas,Furniture,Chair,Chair Model-2020,3704.26,6,0.15,1009.34,Corporate,7,2023,2,1,6,Monday,2023-02,27.25,617.38,168.22,Good (20-30%),Enterprise,High Value,555.639
ORD007224,2022-04-26,2022-05-03,East,DE,Milford,Furniture,Chair,Chair Model-2022,1165.08,2,0.2,278.68,Consumer,7,2022,4,2,17,Tuesday,2022-04,23.92,582.54,139.34,Good (20-30%),Mid-Market,Mid Range,233.016
ORD007225,2023-11-19,2023-11-25,South,FL,Orlando,Office Supplies,Pen,Pen Model-2021,852.37,3,0.0,252.67,VIP,6,2023,11,4,46,Sunday,2023-11,29.64,284.12,84.22,Good (20-30%),Mid-Market,Mid Range,0.0
ORD007226,2022-05-13,2022-05-18,West,CO,Colorado Springs,Furniture,Table,Table Model-2022,1871.06,7,0.05,299.38,Corporate,5,2022,5,2,19,Friday,2022-05,16.0,267.29,42.77,Medium (10-20%),Mid-Market,Mid Range,93.553
ORD007227,2024-12-15,2024-12-21,North,OH,Cincinnati,Furniture,Bookshelf,Bookshelf Model-2023,1950.47,7,0.05,587.51,Consumer,6,2024,12,4,50,Sunday,2024-12,30.12,278.64,83.93,Excellent (30%+),Mid-Market,Mid Range,97.52350000000001
ORD007228,2024-05-04,2024-05-09,West,CA,San Francisco,Office Supplies,Paper,Paper Model-2020,2426.37,2,0.0,779.83,Consumer,5,2024,5,2,18,Saturday,2024-05,32.14,1213.18,389.92,Excellent (30%+),Enterprise,Mid Range,0.0
